屬性,品種,性別,體型,顏色,年紀,結紮,疫苗,地點,網址
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72736>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3ad9d282-1a6d-42a0-a264-1cff9391b6ac_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72737>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c037a0e8-15f1-4e43-8f88-c3c19d87cf41_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市淡水區公立動物之家 ,"('<72738>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7340957f-0de3-4ad7-9280-e7332b9ff909_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72739>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7708d6fb-6e20-4e3d-a3f2-d37703b1f457_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72740>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4db6d872-4925-43f0-8b6d-79447cc9b546_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72741>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/19cc2924-11b0-43e8-9adf-bcec4507af8d_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72742>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a723fc01-98f8-41d9-8357-e6067a47a880_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72743>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8ff77226-8633-4e7a-9a4c-ca537b92820d_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72744>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5667d563-c205-49a6-a9b5-cab2ef9fa55a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72745>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0432f0c1-c2b3-4d8a-99f5-49713894b7be_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72746>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/1ffa2fcb-effe-40a6-9b01-b30bef1b779e_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<72747>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/350202fd-598e-46ae-a332-60a0f13625cd_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72748>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8021c93c-d0b5-46b0-9fce-9c977f5f30c0_org.JPG')"
屬性: 狗,品種：269,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<72749>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/63a55360-d1c6-4fb5-8abe-1b8b5a237525_org.jpg')"
屬性: 狗,品種：柴犬,性別： 母,體型： SMALL,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市八里區公立動物之家 ,"('<72750>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cfb1c76a-4b0e-4390-b9cd-276a3f6d7ad6_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72751>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d30107fa-d608-43c5-900f-2f6a2381a1fa_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<72752>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/153aef5f-a5c9-4423-b10a-bd67a03dcbda_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市五股區公立動物之家 ,"('<72753>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8ea808f2-6de4-404a-9bcf-2542ab4af170_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<72754>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/436f51ff-103a-4c83-9f6a-69c6fafd3ed3_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72755>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/eff68f56-cb5b-46f2-825f-57e43b135275_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<72756>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8facbe8c-8aaf-4e88-91bd-4f76c026c866_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72757>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/49a523cd-30ac-4f52-a6b6-b596bf2c0e60_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72758>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cf688659-c0ec-404a-b7bb-6ff0e72b213f_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72759>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4bd6ce8f-a920-4271-978a-173e3de369a3_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：虎斑色,年紀：成年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市中和區公立動物之家 ,"('<72760>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d9fcc8b3-4cbd-4f91-a883-5178db2aa2e3_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<72761>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/6505f0b5-914d-4e7a-8222-b640701eee89_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：玳瑁色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 南投縣公立動物收容所 ,"('<72762>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：棕灰色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<72763>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/Amlapp_org.undefined')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72764>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8da8f223-bc04-4957-a773-10180c895900_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹縣公立動物收容所 ,"('<72765>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e685c61f-f731-4c98-ac3f-9d18235c48b2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 屏東縣公立犬貓中途之家 ,"('<72766>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/95198254-62c2-453b-9b25-d3648e71e6ae_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 屏東縣公立犬貓中途之家 ,"('<72767>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/89f648f4-bbd2-4818-984b-f87b57dab686_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 屏東縣公立犬貓中途之家 ,"('<72768>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/519f7424-4f82-45de-83d3-5dd0ac8ce605_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72769>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/eb17184f-f8b7-4733-bc4a-6f7effc13123_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72770>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/71b39962-aacd-44ba-9f73-b7e5d0f289a8_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72771>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：美國短毛貓,性別： 母,體型： MEDIUM,顏色：灰白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<72772>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/24474e69-1fc2-4f48-85e3-1d3b76976fd3_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72773>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/28617866-d1e6-4cd9-9c1e-26b40c50153c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72774>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7a2c7923-ba87-4e6d-8bf7-6c98fd56e2ee_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72775>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/58706dd8-011a-4bd2-b56c-8aec963b53ef_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<72776>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2f56a567-cdc6-4259-8b77-f259ebeb16b0_org.JPG')"
屬性: 狗,品種：大白熊,性別： 母,體型： BIG,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<72777>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/6506ae42-90cb-499d-8e38-7ef8c02b86bd_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72778>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ab357b5e-9504-4034-a309-38102675071e_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72779>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/97c09136-5acf-4498-9db7-7d6f4757718c_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72780>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72781>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72782>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72783>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72784>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/365d4eb0-952c-4823-b7d5-72fd42af299a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72785>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e1afd761-4f22-4556-94bf-8129bd521183_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72786>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b3d3551e-60fe-40f5-83ee-0884ec5c783b_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72787>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/50f2b8b4-cf4d-4e96-a8d5-ef80b2154b1d_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72788>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：未提供,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72789>', 'https://asms.coa.gov.tw/AmlApp/Upload/pic/e6120dac-4cbb-4f0f-aaa8-9f14447375f3.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72790>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fef1e8cf-786c-4579-8312-093ab558f378_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72791>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f2c9054e-275f-4cfb-aa4f-25d0679f26f2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<72792>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a2ce1244-6d24-4acd-b667-6b7867f07c35_org.jpg')"
屬性: 其他,品種：混種,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<72793>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a94c73e5-6b3d-472d-8d20-bd0c1c4becc5_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 花蓮縣狗貓躍動園區 ,"('<72794>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/00ee9076-80f5-4162-a31e-db4b1e5d6161_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72795>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7226eb06-ace6-49de-a65e-7f6dbad5aa8f_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72796>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/63f8e822-43e2-4da2-a8e6-a11edbaab685_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72797>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0bf2f114-57e8-486c-8cc5-bbbea7f77c75_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72798>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d933e68a-dab2-46b8-9247-1ef2adc06d71_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72799>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c324e84a-8c49-4157-be80-c01f3202b883_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72800>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b04342f7-2259-4e4c-99f1-c3f8b28f7454_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黃白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<72801>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a7edee73-2417-48b6-8819-422113aa4484_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72802>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d9b6c22f-86fa-4066-9648-e0ed827d56aa_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<72803>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/28660e2d-8adc-48e1-871e-11fd8078f339_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72804>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8817c3a7-39cc-467b-b574-ad3fe7c7fa62_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：米色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹縣公立動物收容所 ,"('<72805>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7fb98998-6a0d-4573-a83d-ea5934727874_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72806>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9e34842b-f905-463c-bef0-b02705f198d1_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72807>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fa53febb-c8c1-415d-a396-badb1a2e5a3c_org.jpg')"
